"","doid","is_a"
"9961"," DOID:0110045"," DOID:10652 "
"9964"," DOID:0110046"," DOID:10652 "
"9967"," DOID:0110047"," DOID:10652 "
"9970"," DOID:0110048"," DOID:10652 "
"9973"," DOID:0110049"," DOID:10652 "
"9976"," DOID:0110050"," DOID:10652 "
"9979"," DOID:0110051"," DOID:10652 "
"9982"," DOID:0110052"," DOID:2187 "
"9985"," DOID:0110053"," DOID:2187 "
"9988"," DOID:0110054"," DOID:2187 "
"9991"," DOID:0110055"," DOID:0111721 "
"9994"," DOID:0110056"," DOID:2187 "
"9997"," DOID:0110057"," DOID:2187 "
"10000"," DOID:0110058"," DOID:2187 "
"10003"," DOID:0110059"," DOID:2187 "
"10006"," DOID:0110060"," DOID:2187 "
"10009"," DOID:0110061"," DOID:2187 "
"10012"," DOID:0110062"," DOID:2187 "
"10015"," DOID:0110063"," DOID:2187 "
"10018"," DOID:0110064"," DOID:2187 "
"10021"," DOID:0110065"," DOID:2187 "
"10024"," DOID:0110066"," DOID:2187 "
"10027"," DOID:0110067"," DOID:332 "
"10030"," DOID:0110068"," DOID:332 "
"10033"," DOID:0110069"," DOID:332 "
"10036"," DOID:0110070"," DOID:0050431 "
"10039"," DOID:0110071"," DOID:0050431 "
"10042"," DOID:0110072"," DOID:0050431 "
"10045"," DOID:0110073"," DOID:0050431 "
"10048"," DOID:0110074"," DOID:0050431 "
"10051"," DOID:0110075"," DOID:0050431 "
"10054"," DOID:0110076"," DOID:0050431 "
"10057"," DOID:0110077"," DOID:0050431 "
"10060"," DOID:0110078"," DOID:14791 "
"10063"," DOID:0110079"," DOID:14791 "
"10066"," DOID:0110080"," DOID:14791 "
"10069"," DOID:0110081"," DOID:0050431 "
"10072"," DOID:0110082"," DOID:0050431 "
"10075"," DOID:0110083"," DOID:0050431 "
"10078"," DOID:0110084"," DOID:0050431 "
"10081"," DOID:0110085"," DOID:0050592 "
"10084"," DOID:0110086"," DOID:0050592 "
"10087"," DOID:0110087"," DOID:0050592 "
"10090"," DOID:0110088"," DOID:0050592 "
"10093"," DOID:0110089"," DOID:0050592 "
"10096"," DOID:0110090"," DOID:0050592 "
"10099"," DOID:0110091"," DOID:0050592 "
"10102"," DOID:0110092"," DOID:0050592 "
"10105"," DOID:0110093"," DOID:0050592 "
"10108"," DOID:0110094"," DOID:0050592 "
"10111"," DOID:0110095"," DOID:0050592 "
"10114"," DOID:0110096"," DOID:0050592 "
"10117"," DOID:0110097"," DOID:0050592 "
"10120"," DOID:0110098"," DOID:3310 "
"10123"," DOID:0110099"," DOID:3310 "
"10126"," DOID:0110100"," DOID:3310 "
"10129"," DOID:0110101"," DOID:3310 "
"10132"," DOID:0110102"," DOID:3310 "
"10135"," DOID:0110103"," DOID:3310 "
"10138"," DOID:0110104"," DOID:3310 "
"10141"," DOID:0110105"," DOID:3310 "
"10144"," DOID:0110106"," DOID:1882 "
"10147"," DOID:0110107"," DOID:1882 "
"10150"," DOID:0110108"," DOID:1882 "
"10153"," DOID:0110109"," DOID:1882 "
"10156"," DOID:0110110"," DOID:1882 "
"10159"," DOID:0110111"," DOID:1882 "
"10162"," DOID:0110112"," DOID:1882 "
"10165"," DOID:0110113"," DOID:1882 "
"10168"," DOID:0110114"," DOID:1882 "
"10171"," DOID:0110115"," DOID:6688 "
"10174"," DOID:0110116"," DOID:6688 "
"10177"," DOID:0110117"," DOID:6688 "
"10180"," DOID:0110118"," DOID:14791 "
"10183"," DOID:0110119"," DOID:6688 "
"10186"," DOID:0110120"," DOID:14686 "
"10189"," DOID:0110121"," DOID:14686 "
"10192"," DOID:0110122"," DOID:14686 "
"10195"," DOID:0110123"," DOID:1935 "
"10198"," DOID:0110124"," DOID:1935 "
"10201"," DOID:0110125"," DOID:1935 "
"10204"," DOID:0110126"," DOID:1935 "
"10207"," DOID:0110127"," DOID:1935 "
"10210"," DOID:0110128"," DOID:1935 "
"10213"," DOID:0110129"," DOID:1935 "
"10216"," DOID:0110130"," DOID:1935 "
"10219"," DOID:0110131"," DOID:1935 "
"10222"," DOID:0110132"," DOID:1935 "
"10225"," DOID:0110133"," DOID:1935 "
"10228"," DOID:0110134"," DOID:1935 "
"10231"," DOID:0110135"," DOID:1935 "
"10234"," DOID:0110136"," DOID:1935 "
"10237"," DOID:0110137"," DOID:1935 "
"10240"," DOID:0110138"," DOID:1935 "
"10243"," DOID:0110139"," DOID:1935 "
"10246"," DOID:0110140"," DOID:1935 "
"10249"," DOID:0110141"," DOID:1935 "
"10252"," DOID:0110142"," DOID:445 "
"10255"," DOID:0110143"," DOID:445 "
"10258"," DOID:0110144"," DOID:445 "
"10261"," DOID:0110145"," DOID:445 "
"10264"," DOID:0110146"," DOID:445 "
"10267"," DOID:0110147"," DOID:445 "
"10270"," DOID:0110148"," DOID:0050538 "
"10273"," DOID:0110149"," DOID:0050538 "
"10276"," DOID:0110150"," DOID:0050538 "
"10279"," DOID:0110151"," DOID:0050538 "
"10282"," DOID:0110152"," DOID:0050538 "
"10285"," DOID:0110153"," DOID:0050538 "
"10288"," DOID:0110154"," DOID:0050539 "
"10291"," DOID:0110155"," DOID:0050539 "
"10294"," DOID:0110156"," DOID:0050539 "
"10297"," DOID:0110157"," DOID:0050539 "
"10300"," DOID:0110158"," DOID:0050539 "
"10303"," DOID:0110159"," DOID:0050539 "
"10306"," DOID:0110160"," DOID:0050539 "
"10309"," DOID:0110161"," DOID:0050539 "
"10312"," DOID:0110162"," DOID:0050539 "
"10315"," DOID:0110163"," DOID:0050539 "
"10318"," DOID:0110164"," DOID:0050539 "
"10321"," DOID:0110165"," DOID:0050539 "
"10324"," DOID:0110166"," DOID:0050539 "
"10327"," DOID:0110167"," DOID:0050539 "
"10330"," DOID:0110168"," DOID:0050539 "
"10333"," DOID:0110169"," DOID:0050539 "
"10336"," DOID:0110170"," DOID:0050539 "
"10339"," DOID:0110171"," DOID:0050539 "
"10342"," DOID:0110172",NA
"10344"," DOID:0110173"," DOID:0050539 "
"10347"," DOID:0110174"," DOID:0050539 "
"10350"," DOID:0110175"," DOID:0050539 "
"10353"," DOID:0110176"," DOID:0050539 "
"10356"," DOID:0110177"," DOID:0050539 "
"10359"," DOID:0110178"," DOID:0050539 "
"10362"," DOID:0110179"," DOID:0050539 "
"10365"," DOID:0110180"," DOID:0050539 "
"10368"," DOID:0110181"," DOID:0050539 "
"10371"," DOID:0110182"," DOID:0050539 "
"10374"," DOID:0110183"," DOID:0050541 "
"10377"," DOID:0110184"," DOID:0050541 "
"10380"," DOID:0110185"," DOID:0050541 "
"10383"," DOID:0110186"," DOID:0050541 "
"10386"," DOID:0110187"," DOID:0050541 "
"10389"," DOID:0110188"," DOID:14791 "
"10392"," DOID:0110189"," DOID:14791 "
"10395"," DOID:0110190"," DOID:0050541 "
"10398"," DOID:0110191"," DOID:0050541 "
"10401"," DOID:0110192"," DOID:0050541 "
"10404"," DOID:0110193"," DOID:0050541 "
"10407"," DOID:0110194"," DOID:0050541 "
"10410"," DOID:0110195"," DOID:0050541 "
"10413"," DOID:0110196"," DOID:0050541 "
"10416"," DOID:0110197"," DOID:0050543 "
"10419"," DOID:0110198"," DOID:0050543 "
"10422"," DOID:0110199"," DOID:0050543 "
"10425"," DOID:0110200"," DOID:0050543 "
"10428"," DOID:0110201"," DOID:0050543 "
"10431"," DOID:0110202"," DOID:0050543 "
"10434"," DOID:0110203"," DOID:0050543 "
"10437"," DOID:0110204"," DOID:0050543 "
"10440"," DOID:0110205"," DOID:0050543 "
"10443"," DOID:0110206"," DOID:0050543 "
"10446"," DOID:0110207"," DOID:0050542 "
"10449"," DOID:0110208"," DOID:0050542 "
"10452"," DOID:0110209"," DOID:0050542 "
"10455"," DOID:0110210"," DOID:0050542 "
"10458"," DOID:0110211"," DOID:0050542 "
"10461"," DOID:0110212"," DOID:0050542 "
"10464"," DOID:0110213"," DOID:674 "
"10467"," DOID:0110214"," DOID:674 "
"10470"," DOID:0110215"," DOID:14791 "
"10473"," DOID:0110216"," DOID:14791 "
"10476"," DOID:0110217"," DOID:14791 "
"10479"," DOID:0110218"," DOID:0050451 "
"10482"," DOID:0110219"," DOID:0050451 "
"10485"," DOID:0110220"," DOID:0050451 "
"10488"," DOID:0110221"," DOID:0050451 "
"10491"," DOID:0110222"," DOID:0050451 "
"10494"," DOID:0110223"," DOID:0050451 "
"10497"," DOID:0110224"," DOID:0050451 "
"10500"," DOID:0110225"," DOID:0050451 "
"10503"," DOID:0110226"," DOID:0050451 "
"10506"," DOID:0110227"," DOID:83 "
"10509"," DOID:0110228"," DOID:83 "
"10512"," DOID:0110229"," DOID:83 "
"10515"," DOID:0110230"," DOID:83 "
"10518"," DOID:0110231"," DOID:83 "
"10521"," DOID:0110232"," DOID:83 "
"10524"," DOID:0110233"," DOID:83 "
"10527"," DOID:0110234"," DOID:83 "
"10530"," DOID:0110235"," DOID:83 "
"10533"," DOID:0110236"," DOID:83 "
"10536"," DOID:0110237"," DOID:83 "
"10539"," DOID:0110238"," DOID:83 "
"10542"," DOID:0110239"," DOID:83 "
"10545"," DOID:0110240"," DOID:83 "
"10548"," DOID:0110241"," DOID:83 "
"10551"," DOID:0110242"," DOID:83 "
"10554"," DOID:0110243"," DOID:83 "
"10557"," DOID:0110244"," DOID:83 "
"10560"," DOID:0110245"," DOID:83 "
"10563"," DOID:0110246"," DOID:83 "
"10566"," DOID:0110247"," DOID:83 "
"10569"," DOID:0110248"," DOID:83 "
"10572"," DOID:0110249"," DOID:83 "
"10575"," DOID:0110250"," DOID:83 "
"10578"," DOID:0110251"," DOID:83 "
"10581"," DOID:0110252"," DOID:83 "
"10584"," DOID:0110253"," DOID:83 "
"10587"," DOID:0110254"," DOID:83 "
"10590"," DOID:0110255"," DOID:83 "
"10593"," DOID:0110256"," DOID:83 "
"10596"," DOID:0110257"," DOID:83 "
"10599"," DOID:0110258"," DOID:83 "
"10602"," DOID:0110259"," DOID:83 "
"10605"," DOID:0110260"," DOID:83 "
"10608"," DOID:0110261"," DOID:83 "
"10611"," DOID:0110262"," DOID:83 "
"10614"," DOID:0110263"," DOID:83 "
"10617"," DOID:0110264"," DOID:83 "
"10620"," DOID:0110265"," DOID:83 "
"10623"," DOID:0110266"," DOID:83 "
"10626"," DOID:0110267"," DOID:83 "
"10629"," DOID:0110268"," DOID:83 "
"10632"," DOID:0110269"," DOID:83 "
"10635"," DOID:0110270"," DOID:83 "
"10638"," DOID:0110271"," DOID:83 "
"10641"," DOID:0110272"," DOID:83 "
"10644"," DOID:0110273"," DOID:11724 "
"10647"," DOID:0110274"," DOID:11724 "
"10650"," DOID:0110275"," DOID:0110274 "
"10653"," DOID:0110276"," DOID:0110274 "
"10656"," DOID:0110277"," DOID:0110274 "
"10659"," DOID:0110278"," DOID:0110274 "
"10662"," DOID:0110279"," DOID:0110274 "
"10665"," DOID:0110280"," DOID:0110274 "
"10668"," DOID:0110281"," DOID:0110274 "
"10671"," DOID:0110282"," DOID:0110274 "
"10674"," DOID:0110283"," DOID:0110274 "
"10677"," DOID:0110284"," DOID:0110274 "
"10680"," DOID:0110285"," DOID:0110274 "
"10683"," DOID:0110286",NA
"10685"," DOID:0110287"," DOID:0110274 "
"10688"," DOID:0110288"," DOID:0110274 "
"10691"," DOID:0110289"," DOID:0110274 "
"10694"," DOID:0110290"," DOID:0110274 "
"10697"," DOID:0110291"," DOID:14791 "
"10700"," DOID:0110292"," DOID:0110274 "
"10703"," DOID:0110293"," DOID:0110274 "
"10706"," DOID:0110294"," DOID:0110274 "
"10709"," DOID:0110295"," DOID:0110274 "
"10712"," DOID:0110296"," DOID:0110274 "
"10715"," DOID:0110297"," DOID:0110274 "
"10718"," DOID:0110298"," DOID:0110274 "
"10721"," DOID:0110299"," DOID:0110274 "
"10724"," DOID:0110300",NA
"10726"," DOID:0110301",NA
"10728"," DOID:0110302",NA
"10730"," DOID:0110303"," DOID:0110273 "
"10733"," DOID:0110304"," DOID:0110273 "
"10736"," DOID:0110305"," DOID:0110273 "
"10739"," DOID:0110306"," DOID:0110273 "
"10742"," DOID:0110307"," DOID:0080326 "
"10745"," DOID:0110308"," DOID:0080326 "
"10748"," DOID:0110309"," DOID:0080326 "
"10751"," DOID:0110310"," DOID:0080326 "
"10754"," DOID:0110311"," DOID:0080326 "
"10757"," DOID:0110312"," DOID:0080326 "
"10760"," DOID:0110313"," DOID:0080326 "
"10763"," DOID:0110314"," DOID:0080326 "
"10766"," DOID:0110315"," DOID:0080326 "
"10769"," DOID:0110316"," DOID:0080326 "
"10772"," DOID:0110317"," DOID:0080326 "
"10775"," DOID:0110318"," DOID:0080326 "
"10778"," DOID:0110319"," DOID:0080326 "
"10781"," DOID:0110320"," DOID:0080326 "
"10784"," DOID:0110321"," DOID:0080326 "
"10787"," DOID:0110322"," DOID:0080326 "
"10790"," DOID:0110323"," DOID:0080326 "
"10793"," DOID:0110324"," DOID:0080326 "
"10796"," DOID:0110325",NA
"10798"," DOID:0110326"," DOID:0080326 "
"10801"," DOID:0110327"," DOID:0080326 "
"10804"," DOID:0110328"," DOID:0080326 "
"10807"," DOID:0110329"," DOID:14791 "
"10810"," DOID:0110330"," DOID:14791 "
"10813"," DOID:0110331"," DOID:14791 "
"10816"," DOID:0110332"," DOID:14791 "
"10819"," DOID:0110333"," DOID:14791 "
"10822"," DOID:0110334"," DOID:12347 "
"10825"," DOID:0110335"," DOID:12347 "
"10828"," DOID:0110336"," DOID:12347 "
"10831"," DOID:0110337"," DOID:12347 "
"10834"," DOID:0110338"," DOID:12347 "
"10837"," DOID:0110339"," DOID:12347 "
"10840"," DOID:0110340"," DOID:12347 "
"10843"," DOID:0110341"," DOID:12347 "
"10846"," DOID:0110342"," DOID:12347 "
"10849"," DOID:0110343"," DOID:12347 "
"10852"," DOID:0110344"," DOID:12347 "
"10855"," DOID:0110345"," DOID:12347 "
"10858"," DOID:0110346"," DOID:12347 "
"10861"," DOID:0110347"," DOID:12347 "
"10864"," DOID:0110348"," DOID:12347 "
"10867"," DOID:0110349"," DOID:12347 "
"10870"," DOID:0110350"," DOID:12347 "
"10873"," DOID:0110351"," DOID:12347 "
"10876"," DOID:0110352"," DOID:10584 "
"10879"," DOID:0110353"," DOID:10584 "
"10882"," DOID:0110354"," DOID:10584 "
"10885"," DOID:0110355"," DOID:10584 "
"10888"," DOID:0110356"," DOID:10584 "
"10891"," DOID:0110357"," DOID:10584 "
"10894"," DOID:0110358"," DOID:10584 "
"10897"," DOID:0110359"," DOID:10584 "
"10900"," DOID:0110360"," DOID:10584 "
"10903"," DOID:0110361"," DOID:10584 "
"10906"," DOID:0110362"," DOID:10584 "
"10909"," DOID:0110363"," DOID:10584 "
"10912"," DOID:0110364"," DOID:10584 "
"10915"," DOID:0110365"," DOID:10584 "
"10918"," DOID:0110366"," DOID:10584 "
"10921"," DOID:0110367"," DOID:10584 "
"10924"," DOID:0110368"," DOID:10584 "
"10927"," DOID:0110369"," DOID:10584 "
"10930"," DOID:0110370"," DOID:10584 "
"10933"," DOID:0110371"," DOID:10584 "
"10936"," DOID:0110372"," DOID:10584 "
"10939"," DOID:0110373"," DOID:10584 "
"10942"," DOID:0110374"," DOID:10584 "
"10945"," DOID:0110375"," DOID:10584 "
"10948"," DOID:0110376"," DOID:10584 "
"10951"," DOID:0110377"," DOID:10584 "
"10954"," DOID:0110378"," DOID:10584 "
"10957"," DOID:0110379"," DOID:10584 "
"10960"," DOID:0110380"," DOID:10584 "
"10963"," DOID:0110381"," DOID:10584 "
"10966"," DOID:0110382"," DOID:10584 "
"10969"," DOID:0110383"," DOID:10584 "
"10972"," DOID:0110384"," DOID:10584 "
"10975"," DOID:0110385"," DOID:10584 "
"10978"," DOID:0110386"," DOID:10584 "
"10981"," DOID:0110387"," DOID:10584 "
"10984"," DOID:0110388"," DOID:10584 "
"10987"," DOID:0110389"," DOID:10584 "
"10990"," DOID:0110390"," DOID:10584 "
"10993"," DOID:0110391"," DOID:10584 "
"10996"," DOID:0110392"," DOID:10584 "
"10999"," DOID:0110393"," DOID:10584 "
"11002"," DOID:0110394"," DOID:10584 "
"11005"," DOID:0110395"," DOID:10584 "
"11008"," DOID:0110396"," DOID:10584 "
"11011"," DOID:0110397"," DOID:10584 "
"11014"," DOID:0110398"," DOID:10584 "
"11017"," DOID:0110399"," DOID:10584 "
"11020"," DOID:0110400"," DOID:10584 "
"11023"," DOID:0110401"," DOID:10584 "
"11026"," DOID:0110402"," DOID:10584 "
"11029"," DOID:0110403"," DOID:10584 "
"11032"," DOID:0110404"," DOID:10584 "
"11035"," DOID:0110405"," DOID:10584 "
"11038"," DOID:0110406"," DOID:10584 "
"11041"," DOID:0110407"," DOID:10584 "
"11044"," DOID:0110408"," DOID:10584 "
"11047"," DOID:0110409"," DOID:10584 "
"11050"," DOID:0110410"," DOID:10584 "
"11053"," DOID:0110411"," DOID:10584 "
"11056"," DOID:0110412"," DOID:10584 "
"11059"," DOID:0110413"," DOID:10584 "
"11062"," DOID:0110414"," DOID:10584 "
"11065"," DOID:0110415"," DOID:10584 "
"11068"," DOID:0110416"," DOID:10584 "
"11071"," DOID:0110417"," DOID:10584 "
"11074"," DOID:0110418"," DOID:10584 "
"11077"," DOID:0110419"," DOID:10584 "
"11080"," DOID:0110420"," DOID:10584 "
"11083"," DOID:0110421"," DOID:10584 "
"11086"," DOID:0110422"," DOID:10584 "
"11089"," DOID:0110423"," DOID:12930 "
"11092"," DOID:0110424"," DOID:12930 "
"11095"," DOID:0110425"," DOID:12930 "
"11098"," DOID:0110426"," DOID:12930 "
"11101"," DOID:0110427"," DOID:12930 "
"11104"," DOID:0110428"," DOID:12930 "
"11107"," DOID:0110429"," DOID:12930 "
"11110"," DOID:0110430"," DOID:12930 "
"11113"," DOID:0110431"," DOID:12930 "
"11116"," DOID:0110432"," DOID:12930 "
"11119"," DOID:0110433"," DOID:12930 "
"11122"," DOID:0110434"," DOID:12930 "
"11125"," DOID:0110435"," DOID:12930 "
"11128"," DOID:0110436"," DOID:12930 "
"11131"," DOID:0110437"," DOID:12930 "
"11134"," DOID:0110438"," DOID:12930 "
"11137"," DOID:0110439"," DOID:12930 "
"11140"," DOID:0110440"," DOID:12930 "
"11143"," DOID:0110441"," DOID:12930 "
"11146"," DOID:0110442"," DOID:12930 "
"11149"," DOID:0110443"," DOID:12930 "
"11152"," DOID:0110444"," DOID:12930 "
"11155"," DOID:0110445"," DOID:12930 "
"11158"," DOID:0110446"," DOID:12930 "
"11161"," DOID:0110447"," DOID:12930 "
"11164"," DOID:0110448"," DOID:12930 "
"11167"," DOID:0110449"," DOID:12930 "
"11170"," DOID:0110450"," DOID:12930 "
"11173"," DOID:0110451"," DOID:12930 "
"11176"," DOID:0110452"," DOID:12930 "
"11179"," DOID:0110453"," DOID:12930 "
"11182"," DOID:0110454"," DOID:12930 "
"11185"," DOID:0110455"," DOID:12930 "
"11188"," DOID:0110456"," DOID:12930 "
"11191"," DOID:0110457"," DOID:12930 "
"11194"," DOID:0110458"," DOID:12930 "
"11197"," DOID:0110459"," DOID:12930 "
"11200"," DOID:0110460"," DOID:12930 "
"11203"," DOID:0110461"," DOID:12930 "
"11206"," DOID:0110462"," DOID:0050565 "
"11209"," DOID:0110463"," DOID:0050565 "
"11212"," DOID:0110464"," DOID:0050565 "
"11215"," DOID:0110465"," DOID:0050565 "
"11218"," DOID:0110466",NA
"11220"," DOID:0110467"," DOID:0050565 "
"11223"," DOID:0110468"," DOID:0050565 "
"11226"," DOID:0110469"," DOID:0050565 "
"11229"," DOID:0110470"," DOID:0050565 "
"11232"," DOID:0110471"," DOID:0050565 "
"11235"," DOID:0110472"," DOID:0050565 "
"11238"," DOID:0110473"," DOID:0050565 "
"11241"," DOID:0110474"," DOID:0050565 "
"11244"," DOID:0110475"," DOID:0050565 "
"11247"," DOID:0110476"," DOID:0050565 "
"11250"," DOID:0110477"," DOID:0050565 "
"11253"," DOID:0110478"," DOID:0050565 "
"11256"," DOID:0110479"," DOID:0050565 "
"11259"," DOID:0110480"," DOID:0050565 "
"11262"," DOID:0110481"," DOID:0050565 "
"11265"," DOID:0110482"," DOID:0050565 "
"11268"," DOID:0110483"," DOID:0050565 "
"11271"," DOID:0110484"," DOID:0050565 "
"11274"," DOID:0110485"," DOID:0050565 "
"11277"," DOID:0110486"," DOID:0050565 "
"11280"," DOID:0110487"," DOID:0050565 "
"11283"," DOID:0110488"," DOID:0050565 "
"11286"," DOID:0110489"," DOID:0050565 "
"11289"," DOID:0110490"," DOID:0050565 "
"11292"," DOID:0110491"," DOID:0050565 "
"11295"," DOID:0110492"," DOID:0050565 "
"11298"," DOID:0110493"," DOID:0050565 "
"11301"," DOID:0110494"," DOID:0050565 "
"11304"," DOID:0110495"," DOID:0050565 "
"11307"," DOID:0110496"," DOID:0050565 "
"11310"," DOID:0110497"," DOID:0050565 "
"11313"," DOID:0110498"," DOID:0050565 "
"11316"," DOID:0110499"," DOID:0050565 "
"11319"," DOID:0110500"," DOID:0050565 "
"11322"," DOID:0110501"," DOID:0050565 "
"11325"," DOID:0110502"," DOID:0050565 "
"11328"," DOID:0110503"," DOID:0050565 "
"11331"," DOID:0110504"," DOID:0050565 "
"11334"," DOID:0110505"," DOID:0050565 "
"11337"," DOID:0110506"," DOID:0050565 "
"11340"," DOID:0110507"," DOID:0050565 "
"11343"," DOID:0110508"," DOID:0050565 "
"11346"," DOID:0110509"," DOID:0050565 "
"11349"," DOID:0110510"," DOID:0050565 "
"11352"," DOID:0110511"," DOID:0050565 "
"11355"," DOID:0110512"," DOID:0050565 "
"11358"," DOID:0110513"," DOID:0050565 "
"11361"," DOID:0110514"," DOID:0050565 "
"11364"," DOID:0110515"," DOID:0050565 "
"11367"," DOID:0110516"," DOID:0050565 "
"11370"," DOID:0110517"," DOID:0050565 "
"11373"," DOID:0110518"," DOID:0050565 "
"11376"," DOID:0110519"," DOID:0050565 "
"11379"," DOID:0110520"," DOID:0050565 "
"11382"," DOID:0110521"," DOID:0050565 "
"11385"," DOID:0110522"," DOID:0050565 "
"11388"," DOID:0110523"," DOID:0050565 "
"11391"," DOID:0110524"," DOID:0050565 "
"11394"," DOID:0110525"," DOID:0050565 "
"11397"," DOID:0110526"," DOID:0050565 "
"11400"," DOID:0110527"," DOID:0050565 "
"11403"," DOID:0110528"," DOID:0050565 "
"11406"," DOID:0110529"," DOID:0050565 "
"11409"," DOID:0110530"," DOID:0050565 "
"11412"," DOID:0110531"," DOID:0050565 "
"11415"," DOID:0110532"," DOID:0050565 "
"11418"," DOID:0110533"," DOID:0050565 "
"11421"," DOID:0110534"," DOID:0050565 "
"11424"," DOID:0110535"," DOID:0050565 "
"11427"," DOID:0110536"," DOID:0050565 "
"11430"," DOID:0110537"," DOID:0050565 "
"11433"," DOID:0110538"," DOID:0050565 "
"11436"," DOID:0110539"," DOID:0050565 "
"11439"," DOID:0110540"," DOID:0050565 "
"11442"," DOID:0110541"," DOID:0050564 "
"11445"," DOID:0110542"," DOID:0050564 "
"11448"," DOID:0110543"," DOID:0050564 "
"11451"," DOID:0110544"," DOID:0050564 "
"11454"," DOID:0110545"," DOID:0050564 "
"11457"," DOID:0110546"," DOID:0050564 "
"11460"," DOID:0110547"," DOID:0050564 "
"11463"," DOID:0110548"," DOID:0050564 "
"11466"," DOID:0110549"," DOID:0050564 "
"11469"," DOID:0110550"," DOID:0050564 "
"11472"," DOID:0110551"," DOID:0050564 "
"11475"," DOID:0110552"," DOID:0050564 "
"11478"," DOID:0110553"," DOID:0050564 "
"11481"," DOID:0110554"," DOID:0050564 "
"11484"," DOID:0110555"," DOID:0050564 "
"11487"," DOID:0110556"," DOID:0050564 "
"11490"," DOID:0110557"," DOID:0050564 "
"11493"," DOID:0110558"," DOID:0050564 "
"11496"," DOID:0110559"," DOID:0050564 "
"11499"," DOID:0110560"," DOID:0050564 "
"11502"," DOID:0110561"," DOID:0050564 "
"11505"," DOID:0110562"," DOID:0050564 "
"11508"," DOID:0110563"," DOID:0050564 "
"11511"," DOID:0110564"," DOID:0050564 "
"11514"," DOID:0110565"," DOID:0050564 "
"11517"," DOID:0110566"," DOID:0050564 "
"11520"," DOID:0110567"," DOID:0050564 "
"11523"," DOID:0110568"," DOID:0050564 "
"11526"," DOID:0110569"," DOID:0050564 "
"11529"," DOID:0110570"," DOID:0050564 "
"11532"," DOID:0110571"," DOID:0050564 "
"11535"," DOID:0110572"," DOID:0050564 "
"11538"," DOID:0110573"," DOID:0050564 "
"11541"," DOID:0110574"," DOID:0050564 "
"11544"," DOID:0110575"," DOID:0050564 "
"11547"," DOID:0110576"," DOID:0050564 "
"11550"," DOID:0110577"," DOID:0050564 "
"11553"," DOID:0110578"," DOID:0050564 "
"11556"," DOID:0110579"," DOID:0050564 "
"11559"," DOID:0110580"," DOID:0050564 "
"11562"," DOID:0110581"," DOID:0050564 "
"11565"," DOID:0110582"," DOID:0050564 "
"11568"," DOID:0110583"," DOID:0050564 "
"11571"," DOID:0110584"," DOID:0050564 "
"11574"," DOID:0110585"," DOID:0050564 "
"11577"," DOID:0110586"," DOID:0050564 "
"11580"," DOID:0110587"," DOID:0050564 "
"11583"," DOID:0110588"," DOID:0050564 "
"11586"," DOID:0110589"," DOID:0050564 "
"11589"," DOID:0110590"," DOID:0050564 "
"11592"," DOID:0110591"," DOID:0050564 "
"11595"," DOID:0110592"," DOID:0050564 "
"11598"," DOID:0110593"," DOID:0050564 "
"11601"," DOID:0110594"," DOID:9562 "
"11604"," DOID:0110595"," DOID:9562 "
"11607"," DOID:0110596"," DOID:9562 "
"11610"," DOID:0110597"," DOID:9562 "
"11613"," DOID:0110598"," DOID:9562 "
"11616"," DOID:0110599"," DOID:9562 "
"11619"," DOID:0110600"," DOID:9562 "
"11622"," DOID:0110601"," DOID:9562 "
"11625"," DOID:0110602"," DOID:9562 "
"11628"," DOID:0110603"," DOID:9562 "
